time,open,high,low,close,volume
2023-01-01,100.75569688476577,101.36186336832088,100.30176499362157,100.72138791574426,649
2023-01-02,100.84828871361884,101.02508253718662,100.1867198329662,100.65036402624554,681
2023-01-03,100.9009312008253,101.06746969868321,100.32584846245177,101.33344838953721,215
2023-01-04,101.36114382011353,101.45317115117224,101.08866030585412,101.07698433795711,338
2023-01-05,98.99482663792764,99.26123179281971,97.8364371767931,98.608153499128,434
2023-01-06,99.11105095112109,99.87914042343402,98.86128534921322,99.40741233631655,540
2023-01-07,101.12346765613361,101.97883191112845,100.83007812321009,101.54403913679117,247
2023-01-08,102.01343999909756,102.55777429726277,101.71279994408884,101.782632947378,108
2023-01-09,101.30590268554798,101.71608496063514,100.5285742273366,100.86601342624544,387
2023-01-10,102.0158663604505,102.61693772083808,101.513881368682,102.14128291651241,487
2023-01-11,103.15474941142627,103.67153745076796,102.45276781822665,102.9385306049269,149
2023-01-12,103.70190648878038,104.40326196253929,103.04360139868258,103.5426235908786,949
2023-01-13,103.8782609914448,104.25524535429334,103.35047940876572,104.03100292060245,616
2023-01-14,102.9960692718151,104.01872741212014,103.3035095844069,103.59274422317046,954
2023-01-15,103.28233294383973,103.97133457728853,102.62611402154836,103.4477416503936,737
2023-01-16,104.21154842401181,104.56303532957104,103.76873071267431,104.19431101683818,686
2023-01-17,103.06405387062937,103.34717752502648,102.37817714759974,102.67835049746023,776
2023-01-18,102.94922677796717,103.18678801168147,102.0541808450241,102.78641313983233,377
2023-01-19,104.16986363133097,104.87974723934461,104.09762359894404,104.42877367734953,935
2023-01-20,106.37249456464889,106.55979506354097,105.4885456121776,106.11481710460946,399
2023-01-21,104.61241941789966,104.92529480970508,104.183106444509,104.67966714388467,901
2023-01-22,103.64553618388017,104.29880004976044,103.30022428001719,103.61305421060865,688
2023-01-23,103.6171840647079,104.16774324226829,103.23220475791592,103.68339423885786,909
2023-01-24,104.45283986220137,105.32222517711318,103.87230996847127,104.4652284654215,748
2023-01-25,102.98803624534301,103.35436792332749,102.04047032237077,102.75320051630297,717
2023-01-26,102.73028326006963,103.31149645593055,102.2754859856137,102.91718272006901,706
2023-01-27,102.35911793425655,102.73441903059059,102.22391800088255,102.47861711864869,234
2023-01-28,104.0733855976397,104.66139318067005,103.57445617023278,104.19144481830592,679
2023-01-29,102.13345625517505,102.83564772820338,101.8725058746934,101.93380777733393,246
2023-01-30,102.52840756738554,103.0172963830873,101.66569780009006,102.53860323599567,589
2023-01-31,101.85291577743486,102.63420107133784,101.7343624433934,102.04389115487919,577
2023-02-01,104.11873910766315,104.19121732396393,103.34852502181054,103.56639393029992,258
2023-02-02,104.6937742708515,105.09011723041432,104.28716084353938,104.36105104239529,483
2023-02-03,104.51666966426258,104.26236009981471,103.59798518236845,103.97758410604278,262
2023-02-04,105.18770741396479,105.74512103950727,104.66662193847368,104.93984848286019,540
2023-02-05,104.40527576844684,105.4127111058746,104.3318417805515,104.32774457123124,952
2023-02-06,105.8642654976388,106.15972321623326,105.20654538957494,105.62231875967112,288
2023-02-07,105.40985678227675,105.9206856215465,105.17369137584335,105.6497028450164,514
2023-02-08,107.06373261490049,106.84508391581878,105.90822622295559,106.57273902333313,438
2023-02-09,107.0639790110216,107.53392429412028,106.56860639407563,107.06125028767381,706
2023-02-10,110.41486717246057,111.29068044788511,110.26647493687061,110.19347168780995,280
2023-02-11,110.36983985315321,111.25487051567268,110.37516571224064,110.55916345421747,387
2023-02-12,111.07698847126139,111.7733951485752,110.39813604838115,110.94473859572382,933
2023-02-13,110.65734412884134,110.92612376673323,109.96323119590136,110.59845311717604,286
2023-02-14,110.64559521338498,111.31876191053229,110.83677468326194,110.8435609738969,983
2023-02-15,108.6940517212521,109.0695444616598,107.77751837560905,108.1761241250948,237
2023-02-16,108.96765005622176,109.34246843588056,108.41204957852378,108.62842633817256,229
2023-02-17,110.38699503786518,110.55008918296903,109.67472410188185,109.88137981684719,293
2023-02-18,111.11901101834279,111.27885766832462,109.9126445096609,110.86164039552273,415
2023-02-19,109.63856823492439,109.93311319284277,109.18412808038137,109.7378821192775,884
2023-02-20,108.73579348350579,109.45226533579589,108.79766922673959,108.80618052800793,963
2023-02-21,106.21529544814702,107.05944647242809,105.9395358566207,106.50218225735969,243
2023-02-22,107.47324992504728,108.24292073633242,106.85626858979512,107.63482350665319,115
2023-02-23,107.02883123090808,106.98416338545337,106.28850006711035,107.04350482612884,401
2023-02-24,106.54797229745694,107.20929620686114,106.4400470166221,106.48549796182901,522
2023-02-25,106.81592739586652,107.46338881654677,106.33275382934248,106.66240400309243,344
2023-02-26,108.53981401254231,108.5621729730381,107.66298791049896,107.98863439109866,206
2023-02-27,108.5753792699796,108.81768789868295,108.10920249014795,108.59077399363807,187
2023-02-28,109.50699988775507,109.96706268399538,108.86145116192839,109.39841154323936,228
2023-03-01,110.2047877687193,110.63101295396137,109.56810640299663,110.11426540873182,986
2023-03-02,111.60893458047055,111.93530843755747,111.04815432859057,111.56370291862423,440
2023-03-03,111.71576954609772,111.83826813507528,110.75369624625262,111.59209636234377,103
2023-03-04,113.15551169646206,113.97021515441871,112.95928602208042,113.47119663502127,426
2023-03-05,111.52599286107602,112.14783488606024,111.06402519774471,111.64400947724027,509
2023-03-06,112.07173329691007,112.72153705065155,111.77586081370954,112.22227444573011,978
2023-03-07,111.25401253760806,112.24162567917095,111.3661468398791,111.9073959480404,405
2023-03-08,111.25967801609501,112.07841542226654,110.95205626042987,111.1315396743676,706
2023-03-09,112.05410240295541,112.42224807689422,111.69748934743517,111.81245258064166,820
2023-03-10,112.9329620944617,112.89086070825648,111.93702635635887,112.66099705448478,324
2023-03-11,113.79721489930635,113.58803817093882,112.83430394632052,113.37364020531412,447
2023-03-12,112.29107074273213,112.49495112033667,111.78982163781485,111.81272724815254,420
2023-03-13,113.72156198875787,114.28329830085178,112.90536712741645,113.54147298152348,658
2023-03-14,112.80747469280536,113.26733055168127,112.38659015396568,113.0731287850245,280
2023-03-15,111.80194901878872,112.64604102740658,111.78253024719277,111.81452731911857,717
2023-03-16,112.81688404844385,113.14682303315746,112.3852270813676,113.14313521779476,810
2023-03-17,112.91744554508263,113.35599372142629,111.8636254729374,112.61103050454768,485
2023-03-18,113.24728740659909,113.3384993211604,112.64662347469279,112.60008006870645,717
2023-03-19,110.75376350942409,111.41013104190635,110.39596256593757,110.73768399206409,891
2023-03-20,111.51815991773161,112.02133776068918,110.74993878418972,111.20265928073287,871
2023-03-21,111.81886523016567,111.80530036812814,111.12453200819085,111.58840080763558,207
2023-03-22,111.3733061540508,111.83812035996499,110.549113800093,111.28238547830279,630
2023-03-23,109.32368105918759,109.62143745698471,108.97067537118951,108.78855614431075,509
2023-03-24,109.3495607021703,109.71975378856328,108.92511087739152,109.25380478727699,395
2023-03-25,109.41853265676531,109.70865892744044,108.99166338018783,109.06805194731785,917
2023-03-26,108.88354930556605,109.93300802372204,108.5407347417123,109.28994557297254,270
2023-03-27,107.36666940649626,107.69704235637987,106.96507592578794,107.22163125007104,430
2023-03-28,108.93252157338732,109.83893087611344,108.4408924191637,109.15896983588331,592
2023-03-29,108.13409230004314,109.04892953182906,107.91614138964741,108.65360886957525,294
2023-03-30,108.19701300366187,108.64904261652354,107.60561975003229,108.52598905936274,111
2023-03-31,105.6871221523821,106.56602227450314,105.44163122780398,105.8865787408587,294
2023-04-01,107.89073414516342,108.13383348888183,107.2779458093217,107.57887540660514,589
2023-04-02,107.39934338192622,107.87659700456359,106.74599566552881,107.28317084655768,894
2023-04-03,107.45553020124835,107.8838501260029,107.23266712746914,107.65387579856534,980
2023-04-04,109.03147003696392,109.58540129497538,108.25499390591106,108.64522671435536,281
2023-04-05,108.1846597451058,108.85614118174892,107.60718131687045,108.14720906887152,916
2023-04-06,108.94806199978274,109.74066286460844,108.70844303134609,109.289025314244,755
2023-04-07,107.18508538699821,108.11880404864888,106.68996807604778,107.09200270982541,997
2023-04-08,108.25053859006094,108.43882360142285,107.55277695574884,107.73034609494046,415
2023-04-09,109.46231479410811,110.31573491209818,108.86580363856403,109.56455714284515,793
2023-04-10,109.17083732965948,109.6234531894124,108.25135928202877,109.11062883489825,129
2023-04-11,110.48345001710923,110.91345221116842,110.15520992117803,110.42145178820664,695
2023-04-12,112.38658704131107,112.75230958821153,112.01171694359094,112.40297465939041,777
2023-04-13,112.6036474661377,112.63281577712087,111.60513890474121,111.89394294223175,895
2023-04-14,111.64096656911157,112.41033359257382,111.4275374166068,111.71381023410751,892
2023-04-15,110.86264085855736,111.44398710816624,110.19865099350936,110.8837830171513,195
2023-04-16,110.43625243005835,111.08798958609415,110.12424645479389,110.95069279979707,480
2023-04-17,109.89365974500278,110.40949242590892,109.17433437846097,109.92878931116564,877
2023-04-18,109.37360780841543,109.69967453413939,109.06355710806966,109.15695818982795,543
2023-04-19,110.246220711531,110.9464518235896,109.78973373082383,110.464122500293,397
2023-04-20,109.98531370339082,110.49724810896717,109.40574496605369,109.6195075994585,907
2023-04-21,110.12818885090721,110.79058718071758,109.76747203084558,110.43401742071086,836
2023-04-22,110.0375976134957,110.72013144093282,109.80906855742032,110.34160228310164,944
2023-04-23,111.50721752339544,112.6338482941994,111.64240824265524,111.86540962066461,460
2023-04-24,111.14882118389214,112.32893940736909,110.86577817758963,111.23328399842389,473
2023-04-25,111.80231264766154,112.02671807032391,111.39734033596497,111.70309683097707,653
2023-04-26,112.79272279643577,113.51301104859769,112.27331458194699,112.76477152526328,402
2023-04-27,114.6855152342511,114.7777057994387,113.73889643447843,114.27630428019064,520
2023-04-28,114.1583669362974,114.65869889812441,113.19559288462092,113.78506042475044,345
2023-04-29,113.3128685747113,114.22830441325665,113.05339903494487,113.40646522121305,819
