time,open,high,low,close,volume
2023-01-01,101.06323994370295,101.42284277781685,100.51153806793299,100.56288178773235,507
2023-01-02,101.05869771673309,101.27698484228999,100.33453408635184,100.85992430594708,975
2023-01-03,102.07744425336034,102.77741022680632,101.96657956747718,102.33982366637453,717
2023-01-04,101.69020266186071,102.60083741722694,101.18390059523712,101.51503179383565,513
2023-01-05,101.36529397395849,101.98289149211337,100.47360538121373,101.41863587372147,441
2023-01-06,98.75420690382506,99.46721095829494,98.46704288577901,99.15061222465,319
2023-01-07,99.65386007800772,100.33573015183043,99.16271242242361,99.80884272290693,262
2023-01-08,100.27615670713523,100.85287598799754,100.08228497876782,100.34709466886794,319
2023-01-09,98.60938947409576,99.29706915372377,98.36433777595266,99.04867969370552,369
2023-01-10,97.09609914941717,97.68880264267911,96.88038576093814,97.45881127069896,731
2023-01-11,96.00804539882489,96.6109942266886,95.81172697712947,96.47548657853622,947
2023-01-12,97.33292448281172,97.85366586249296,96.56396863436117,97.33867010494322,499
2023-01-13,96.8927027751572,97.30170516255694,96.50458636469463,96.84887647527889,281
2023-01-14,96.51398731289181,97.14106203601192,95.56942685356152,96.38667874564712,717
2023-01-15,95.35334120451277,95.75439530798867,95.05855682059789,95.52008514062706,828
2023-01-16,94.45273120536696,95.0171346785791,93.91274046390605,94.41573498293165,304
2023-01-17,92.58952373779692,93.32515922819191,92.22962457825908,92.50517546262517,681
2023-01-18,91.37910294386988,91.96625887319703,90.9443995648052,91.26047534719456,655
2023-01-19,91.0406126946673,91.11427680603273,89.94540959297028,90.1986108512025,940
2023-01-20,91.22960680306845,92.11581634850792,90.71230084667309,90.93920333600568,912
2023-01-21,91.46776129001643,91.87593758310194,90.97717585317041,91.37894550009675,327
2023-01-22,90.31874635329315,91.1085822684407,90.21542136286315,90.56701200755118,795
2023-01-23,93.02162117613065,93.11023781894792,92.58805243955025,92.8504326716038,718
2023-01-24,92.47907241715173,92.69655353381731,91.93107413393868,92.31700672482043,695
2023-01-25,93.64556550332935,94.35978492427898,93.13296361790769,93.69249500705509,949
2023-01-26,95.25730851260879,95.98549951760498,94.72989163216536,95.33859684233498,349
2023-01-27,93.84888473835656,94.54584237363638,93.5711688587472,93.63343848287859,974
2023-01-28,93.9948541825583,94.70259146939591,93.89571594249328,94.25811212700779,540
