time,open,high,low,close,volume
2023-01-01,100.64681272308042,100.93091515082682,100.10924997246588,100.7481118763403,395
2023-01-02,100.62773949373944,100.94641364380065,99.86742138773981,100.37401678700452,110
2023-01-03,101.17013344562504,101.9555971109654,101.00328359920785,101.48005957396187,611
2023-01-04,102.97561898578097,103.55124229943546,102.32835894324519,103.20029581810975,775
2023-01-05,102.85362936628516,103.29083455283259,102.40106639529992,102.87770185227016,212
2023-01-06,102.51800763107097,103.184343391338,102.31945248112872,103.03623707718786,286
2023-01-07,104.7132456324126,105.09562370934133,103.86149680217456,104.18533289036293,906
2023-01-08,105.3022920435189,105.58921118156938,104.91457392382043,104.95859451867427,843
2023-01-09,104.59979037396107,105.44747054963561,104.44878093447103,104.48230702362075,326
2023-01-10,105.61192183871432,105.94017258650078,105.22018669550533,105.77981997928539,409
2023-01-11,104.92225709012963,105.57365718352966,104.22424839759182,105.24806655544592,197
2023-01-12,104.90888059135334,105.47121904100229,104.2444109602105,104.74034673642277,154
2023-01-13,105.32514505797236,105.75850921196849,104.7333710437694,105.14941966743484,722
2023-01-14,103.11600923384273,103.94284762471321,102.73734971536624,103.05504788805341,763
2023-01-15,101.8479030908489,102.41632362643091,101.17769347493821,102.1443782609234,857
2023-01-16,101.27549652114638,101.69714110408563,100.73713425566572,101.21878457215412,505
2023-01-17,100.44452124742354,100.91649980968364,99.65727587541596,100.30198817434562,168
2023-01-18,101.07371514455072,101.13230319670123,100.04285500601047,100.83950987279967,411
2023-01-19,99.83725484929813,100.4511657429964,99.4924327020208,99.98253431884605,388
2023-01-20,98.42328153829193,99.04800016028989,98.18919241929237,98.61880557601926,861
2023-01-21,99.96177465415987,100.65907673308352,99.6946878795153,99.98158264899591,647
2023-01-22,99.85073918260535,100.63293264468582,99.97428547254556,100.10819491102563,850
2023-01-23,100.16600910240355,100.51778530763967,99.98446765672608,100.55783434358138,247
2023-01-24,98.92491165303623,99.77515871321,98.08330640458401,99.1257652673039,566
2023-01-25,98.46763669341372,98.71109505724779,97.58330499084747,98.73093585887561,838
2023-01-26,98.7886577730648,98.88038340070004,98.17302833116887,98.52097798797135,343
2023-01-27,97.57482792421087,98.3038497205353,96.95691615322414,97.37430658178357,590
2023-01-28,98.33863237961242,98.70625810297355,97.48567553327226,98.02276818016102,948
2023-01-29,97.49435550761457,98.17211083767259,96.43151071257111,97.55843185671989,606
2023-01-30,97.89962695778681,97.98126222632173,96.63167814218197,97.57443142816307,464
2023-01-31,96.97901998179249,97.3514371576701,96.37947003053564,96.51539358629653,581
2023-02-01,98.63473318546517,99.12671382245126,98.49727278486851,99.11207476064055,300
2023-02-02,98.67848897239827,99.40782838364923,98.713956736062,98.86106589229469,253
2023-02-03,98.03145102610321,98.29952420075216,97.39426381588113,97.8495803290651,549
2023-02-04,98.8128088980926,99.55252540184132,98.50877160421463,98.65508058010575,600
2023-02-05,97.87945790400516,98.20724632888633,97.52110854710628,97.40568647081359,172
2023-02-06,98.14016892510621,98.380421960833,97.67483597704,98.21015551698389,812
2023-02-07,96.17128549378036,96.62157410798113,95.90216087703462,96.20051486974941,395
2023-02-08,94.78830648379962,95.54025151826842,94.1202369003988,94.6996730474651,116
2023-02-09,94.95155701834526,95.64178155272164,94.57819851189254,94.9955107088697,740
2023-02-10,96.00369005286443,96.42854896416455,95.59458757154115,96.0258361034198,316
2023-02-11,96.53564108333251,96.9130987667662,95.5683724966898,96.69816562952569,160
2023-02-12,96.3915317909056,96.89770635630131,95.83323938055004,96.29679477180684,715
2023-02-13,95.89846159074789,96.54622071141605,95.81986618675593,95.84698075586667,141
2023-02-14,94.8037235412931,95.17487969499919,93.96446254066892,94.71993874330566,124
2023-02-15,94.2263066236739,94.69565313519966,93.54146113899121,94.0946984337786,138
2023-02-16,93.61183288952813,93.9989875084689,93.49605360763366,93.24922704818005,902
2023-02-17,94.97647162417637,95.16423384811195,94.48379433860399,94.93486762968371,230
2023-02-18,95.40098663624492,95.74565604830524,95.06446854323268,95.34315798651399,597
2023-02-19,93.49771067762688,94.18361530685064,93.50286468338587,93.86554601015568,328
2023-02-20,94.22194617865745,94.71257021970739,93.46515319708146,94.52017992557685,207
2023-02-21,93.97746333144512,94.66037766956138,92.98342309807745,94.09061943208103,271
2023-02-22,93.50499467450057,93.95991635050592,93.06809794062934,93.23460668775455,534
2023-02-23,94.21082112511337,94.4680730087137,93.38746686736827,93.77875553295806,577
